,MedHouseVal
3317,0.55
20479,1.866
7534,0.847
6543,1.738
20233,5.00001
20096,1.486
6662,2.504
9588,1.276
3699,1.704
8252,1.475
7929,1.627
9033,5.00001
8685,3.252
3060,1.563
10494,3.056
19593,0.862
2274,0.696
10658,2.917
15426,1.658
2170,0.804
1696,2.487
15070,1.136
13068,0.913
12877,1.033
4802,1.259
4225,2.643
3242,0.616
5637,4.161
17599,2.474
10574,5.00001
12529,1.088
16353,0.928
7593,1.062
4665,1.938
4000,3.897
14937,2.256
15813,2.7
19484,1.031
9209,1.136
7356,1.875
6985,2.324
4148,1.676
8555,3.458
5543,4.566
14190,1.234
18204,3.642
5523,3.16
6551,5.00001
19891,0.483
8515,2.103
9502,1.01
10995,2.23
18105,4.113
15438,1.66
3784,3.094
17714,2.624
19153,1.62
4766,1.335
14966,1.188
2796,0.742
20151,2.603
2189,0.832
16774,2.777
7868,1.919
7541,1.05
17915,2.703
567,2.293
2821,0.635
12160,1.482
12215,2.123
2306,1.085
11985,1.424
16645,2.229
19427,1.75
16195,1.076
17369,2.183
13552,0.649
698,1.609
3996,2.713
5002,1.28
13219,1.116
7519,1.019
10488,1.063
2794,1.375
16338,2.447
19270,1.836
19414,1.559
3197,1.188
8786,5.00001
20176,2.242
3025,0.883
20213,2.575
15529,1.911
6263,1.469
9171,1.55
11393,2.242
964,3.397
17788,1.838
13368,3.431
8174,2.449
17807,2.739
19951,1.068
16414,1.375
19936,1.156
3932,2.019
5163,1.114
10188,1.675
15008,1.857
10972,2.188
12760,1.609
13312,1.598
3390,1.814
8199,2.094
8691,2.523
11526,0.62
16602,1.4
7776,1.646
16001,3.49
4719,5.0
14852,1.363
10417,5.00001
13968,1.33
7115,2.214
96,1.838
19927,1.213
15384,1.688
3964,2.237
19808,0.852
3057,0.541
9070,0.869
3301,0.713
12296,0.55
9866,1.85
13199,1.44
1141,0.926
12643,0.654
3679,1.791
973,2.33
5631,1.469
18047,3.393
10155,4.676
2393,0.94
14185,0.989
17607,4.246
19909,0.77
12637,0.673
11155,1.875
12147,0.986
13018,1.375
12596,1.039
4911,1.292
19638,1.375
6700,4.904
5478,3.458
2021,0.525
6732,5.00001
16502,0.971
18385,3.48
11821,1.677
11232,1.834
10098,1.619
13667,0.793
7758,2.22
20078,1.391
12854,0.938
16985,3.058
6538,1.375
14081,1.922
15369,1.467
3358,0.702
9776,1.646
11451,3.908
11857,0.892
6104,1.419
12740,1.341
801,1.909
608,1.908
15590,1.899
7218,1.434
6256,1.457
19907,0.722
17062,2.472
4566,1.875
19596,1.231
14096,1.0
17792,1.676
16907,5.00001
12469,1.479
13871,1.135
14609,2.07
13629,0.867
20574,1.938
9697,1.185
12591,2.516
17179,3.451
15788,2.5
9810,5.0
15690,5.00001
16683,1.568
806,2.267
17250,2.536
1868,0.875
10253,1.569
13735,1.734
7023,1.52
4128,2.17
19500,0.983
1147,0.833
4771,1.38
7864,1.708
18989,2.051
10522,3.547
19621,0.742
19318,1.2
6411,3.951
18308,4.438
2154,0.73
16912,5.00001
11253,1.531
3929,2.238
20276,2.429
5427,4.5
8645,5.00001
14245,0.863
17013,2.867
8994,2.871
8562,3.58
5851,2.121
16794,2.807
6973,1.633
19971,0.584
9052,2.25
19262,1.403
18563,1.732
6668,2.226
13468,1.276
4160,1.838
9170,2.363
3328,0.966
6801,1.917
9536,0.807
16699,1.421
14365,2.442
20048,0.652
4714,4.46
1011,1.725
6455,2.754
6730,5.00001
10742,5.00001
11689,1.74
8427,2.0
9319,2.0
10008,1.804
2982,0.847
16231,1.415
555,1.625
17312,0.621
13812,0.693
8365,1.281
20391,2.646
14900,1.284
6763,2.141
11521,5.00001
6321,3.249
10826,2.75
4583,1.125
6408,4.457
1422,1.364
4945,1.223
701,4.31
14468,5.00001
7940,1.995
15203,3.083
12154,1.259
15411,1.646
17675,1.728
6920,3.75
17255,2.583
12281,0.58
13580,0.779
9048,1.411
2606,0.979
14854,0.956
988,3.137
6000,1.391
4511,1.5
15687,5.00001
19609,1.152
20194,1.452
12955,1.247
9299,3.973
15776,5.00001
18676,3.355
10499,1.844
3315,0.973
8635,5.00001
8180,2.579
7754,1.738
2532,0.53
13949,1.611
13346,1.37
6962,1.824
3371,2.13
10834,2.61
6554,3.26
17089,1.667
10755,5.00001
17655,2.348
1659,3.294
4209,1.7
8371,1.366
8577,5.00001
1273,1.567
6704,1.639
9195,1.146
5909,1.546
18527,2.386
4943,1.563
20459,1.877
5179,0.967
16050,3.321
1364,2.25
18819,0.924
9613,0.604
7580,1.266
4785,1.278
1575,2.948
18109,4.007
4917,1.082
14988,1.304
12065,1.953
6738,3.25
14061,1.552
3070,0.622
14670,0.922
12798,0.631
2671,0.875
1314,1.786
5107,1.42
15849,2.949
2095,0.534
11756,2.731
12667,0.905
1829,1.869
1210,1.161
10339,3.887
6916,4.01
449,2.12
6297,2.262
6956,1.726
243,1.375
3388,2.287
1588,3.513
12967,1.26
3290,0.533
2952,0.637
18744,0.938
60,0.757
13917,0.656
19545,0.588
16751,2.399
7990,1.608
10595,3.261
15962,2.477
17584,2.528
7455,1.613
9500,0.953
7190,1.241
4433,1.396
3309,0.49
2670,0.725
17001,4.04
19586,0.879
5444,3.24
18657,2.638
13823,0.922
11176,1.974
7191,1.505
4045,5.00001
6492,1.663
17636,2.821
4109,5.00001
5755,3.58
13741,1.824
1462,1.79
10444,3.465
19993,0.515
2656,0.761
3296,1.097
151,3.021
1187,0.571
7540,1.032
3957,1.835
14156,1.766
16626,2.273
8787,5.00001
477,1.827
944,2.422
8446,2.948
5490,5.00001
12101,2.145
8881,4.351
16568,1.707
19491,0.866
15092,1.254
915,2.326
10511,2.829
18395,2.465
4994,1.148
1380,2.042
13851,0.823
2462,0.579
3546,2.621
1718,0.851
7497,1.018
17215,4.184
17373,1.629
20119,1.77
19280,1.438
5097,1.194
2285,0.811
7475,1.457
3132,0.878
4101,3.867
1953,1.113
19631,1.75
15430,1.475
2378,0.558
14684,2.606
18146,2.929
2843,0.766
11249,1.625
10422,3.092
19887,0.662
17775,1.568
6869,1.637
9429,4.3
10937,1.59
4300,1.984
3474,2.855
9151,2.332
10628,2.278
12117,1.555
8619,3.527
8225,1.75
172,1.167
17471,3.844
11210,1.524
4651,4.368
1917,1.132
5187,0.913
9952,1.852
12463,1.614
12418,0.822
8255,1.656
4518,1.472
14444,2.278
1688,2.186
19234,3.13
5122,1.404
6176,1.858
19325,1.488
18644,2.519
9042,1.257
9344,3.369
15842,3.257
8518,2.206
966,3.341
11023,1.656
16400,1.531
2894,0.581
3074,0.678
161,2.184
7878,2.397
145,2.964
17648,3.165
6257,1.631
19015,1.22
12983,1.406
10315,2.135
13296,1.443
13449,1.054
10984,1.465
13711,1.431
9841,2.365
12074,1.503
9388,4.583
102,2.375
4899,0.934
4521,1.353
12483,0.775
11547,2.482
13860,1.631
8845,3.75
12551,1.919
3289,0.724
3305,0.632
7008,1.758
13808,0.596
163,2.188
13562,1.222
20137,1.625
3226,0.504
9007,4.385
19312,2.095
20103,1.495
6498,1.592
15452,2.478
19386,0.771
8862,5.00001
10084,1.741
11047,2.342
19739,0.813
18340,5.00001
2223,1.515
19393,0.872
13558,0.597
11709,1.719
339,0.807
7612,0.951
5577,2.324
2504,0.66
11901,3.152
293,1.458
11233,1.974
1475,1.667
11792,1.519
7186,1.458
12229,0.858
4912,1.141
12424,0.847
14368,3.883
16874,4.5
7792,1.234
2267,0.647
19496,1.381
554,2.34
2544,0.854
16652,2.096
3343,0.896
18575,1.62
16990,4.833
12618,1.836
16716,1.75
11588,2.074
13571,1.026
10590,2.389
12108,1.403
9305,3.011
5831,3.453
1118,1.152
19298,1.667
17738,2.715
19747,0.705
19055,1.644
15847,4.097
3408,2.394
13678,2.239
14750,1.236
1293,1.745
7034,1.606
7743,2.559
18821,0.666
15780,2.75
6933,1.506
6014,1.163
19331,1.171
2000,0.903
11453,4.477
16670,2.533
1136,1.026
15724,2.8
11026,2.21
4628,4.125
2303,0.996
7238,1.511
1956,1.083
14517,1.963
7988,1.698
7648,2.003
12003,1.376
4818,1.8
8271,2.722
19750,0.519
14067,1.3
18181,2.848
4431,1.155
5015,1.209
16478,1.13
9727,2.319
16901,3.722
6402,2.528
119,3.476
4336,2.056
9204,1.375
10376,4.841
6281,1.624
10612,3.753
1490,2.023
17831,2.432
1819,2.677
16628,1.927
16883,4.592
12159,1.612
13841,0.799
5597,1.875
8224,1.875
17950,2.883
4924,0.875
17798,4.167
10489,1.833
3003,0.748
14261,0.841
18328,5.00001
20474,1.981
14298,1.266
980,2.294
15829,3.556
8649,3.924
11989,1.829
7015,1.612
17248,3.5
6374,5.00001
19159,2.271
2809,0.574
2714,0.675
8499,2.182
3439,1.379
10733,5.00001
17733,1.645
19472,1.212
15487,1.636
14626,0.875
1233,1.214
9430,1.635
11830,1.289
458,3.5
17722,2.31
10803,3.667
17556,2.059
8356,1.649
5548,2.878
6596,1.275
13191,1.425
16722,2.058
9603,0.609
10639,2.448
3195,0.602
10716,2.962
13978,1.286
11007,5.00001
8977,3.05
3827,2.056
2708,1.25
10036,0.906
8626,4.727
6010,0.926
5297,3.5
7482,0.932
11810,1.64
12002,2.034
19236,2.144
10807,2.152
12545,2.368
1338,1.639
14378,3.586
3039,1.462
3438,1.386
11158,2.047
7144,1.92
3382,2.301
12459,0.824
8007,2.195
10458,5.00001
16307,0.871
5962,1.876
18335,4.059
19347,2.017
3,3.413
2121,0.875
9865,1.421
19915,0.973
15865,2.773
17465,2.688
16625,2.0
16124,4.167
17038,3.955
8665,3.486
16504,1.022
16135,5.00001
7302,1.573
10784,3.111
14194,1.098
6964,1.661
19908,0.846
4864,1.625
20614,0.58
19068,2.08
16104,2.702
13173,3.368
1853,0.684
1536,3.212
11622,2.739
2596,0.788
2787,1.397
13622,0.702
3656,1.863
4188,1.854
15853,3.009
6340,1.867
14630,2.006
18588,1.775
5834,2.89
17202,3.575
19961,0.66
17463,2.231
5008,1.93
11162,1.961
19456,2.25
1145,0.947
10177,1.417
5856,2.26
1557,3.56
17870,2.249
229,1.799
532,2.079
15754,5.0
16578,1.198
438,1.406
18401,2.452
12844,0.842
14675,0.675
5104,1.31
9135,2.252
14723,1.467
678,1.929
95,1.3
8359,1.571
2845,0.89
11838,0.878
8694,2.486
4519,1.25
15860,3.216
1379,1.563
14099,1.4
1027,1.292
8179,2.316
14115,0.973
10724,4.93
13235,3.955
7652,2.005
11822,1.507
15259,2.158
17210,2.55
1697,2.729
12136,2.444
13779,1.067
2247,0.535
14681,2.64
4373,3.046
3709,1.763
17009,3.106
3285,1.089
1019,2.011
722,1.809
5822,4.029
16267,0.683
19756,0.649
9001,1.794
9013,5.00001
123,3.895
9183,2.651
7910,1.953
6370,2.706
1947,1.674
14534,1.712
14547,4.259
19923,0.892
16471,0.911
17649,2.317
15040,1.381
9009,4.333
6073,5.00001
19372,2.695
16595,2.5
11415,2.92
20605,0.612
2102,0.628
10351,1.431
10398,2.86
16923,2.854
7048,1.49
9244,0.618
9432,2.388
16132,3.353
5782,2.841
2308,1.094
9293,3.109
19204,2.583
8758,4.836
15575,1.992
4723,2.961
17611,4.269
3308,0.773
1307,1.459
4059,3.045
19424,1.313
11447,1.803
2908,0.827
6981,3.726
7019,1.643
12230,1.095
12426,0.963
1809,1.406
14429,2.75
10192,1.975
19505,1.023
2129,0.857
19502,1.099
14001,0.683
3563,2.484
2177,0.811
17412,0.738
17388,1.293
4341,2.25
19453,1.376
3446,1.571
4421,2.321
1192,0.613
19477,1.215
26,0.938
4149,1.62
17195,3.95
16236,0.988
5436,4.125
12868,1.513
3189,1.008
5176,0.985
8061,1.592
9683,2.318
3937,2.993
16485,1.742
12996,1.356
7530,0.903
4535,1.411
5758,2.563
185,1.128
2724,0.61
1220,1.306
11960,1.38
7122,1.601
17005,2.932
12976,1.155
13997,1.015
15873,2.65
10314,2.359
5796,2.54
8736,3.1
19368,2.625
8939,3.983
14238,1.063
5618,3.5
8242,1.525
9245,0.471
13951,1.441
20434,2.043
9722,2.535
15356,1.41
9996,1.559
8962,4.857
14785,1.367
14679,2.481
14087,2.031
7197,1.213
20506,2.765
6421,1.53
14031,2.636
17763,1.945
8221,1.042
2347,0.884
6129,1.41
12886,1.375
2818,0.532
11755,3.348
3713,2.264
2920,0.616
711,1.841
6736,5.00001
12721,2.804
3875,2.037
8134,2.245
18458,2.724
18111,3.263
11140,1.837
7465,1.494
8600,3.042
19328,1.878
6628,1.488
12617,2.046
3688,1.5
2484,0.7
10925,1.392
11454,3.976
9695,1.276
11932,0.827
15287,3.54
11624,1.596
19692,0.53
3021,0.375
552,4.054
7094,2.852
17986,2.273
9097,1.567
16737,2.142
6116,1.382
1720,1.125
7738,2.265
12944,2.174
14896,0.675
10616,4.5
13969,0.906
5746,3.511
6804,2.017
9486,1.342
15477,1.599
2536,0.705
9354,5.00001
5494,5.00001
19415,2.125
14381,2.868
8712,3.326
17199,5.00001
12374,2.393
1212,0.922
18608,3.833
15770,4.559
11086,2.008
2775,0.592
6024,1.162
14145,1.22
4464,1.395
5602,1.913
15125,2.854
11887,0.823
9716,1.689
9811,5.00001
17909,2.476
9664,0.561
3647,1.857
7806,1.644
20473,2.221
14451,3.119
12178,1.465
20055,0.583
4823,5.0
15882,2.01
20628,0.924
12055,1.106
3531,3.482
9481,0.84
2263,0.555
11175,1.977
19766,0.584
15073,1.958
15615,5.00001
15149,1.892
2854,0.831
15691,5.00001
13855,1.118
12073,2.048
17002,4.303
11145,1.815
18114,3.325
17770,2.103
3023,0.508
11011,3.246
10045,1.917
9071,0.977
8816,5.00001
10271,1.585
7426,1.515
18332,4.25
10563,3.687
5780,2.475
9646,1.406
13484,1.182
17510,2.042
17266,3.64
9205,1.478
3464,1.585
14296,2.211
17570,2.258
5888,3.318
4017,3.619
11329,1.762
7346,1.5
13341,2.079
16899,3.864
6464,2.601
9089,1.382
4073,5.00001
3265,1.375
6959,1.673
11012,2.032
3823,2.817
13228,2.135
81,1.125
7812,1.78
15874,2.146
19051,1.331
11237,1.8
2899,0.475
16383,1.379
8574,5.00001
4007,3.927
16479,1.512
17787,1.717
7907,2.865
14337,1.125
1871,1.734
12085,2.113
14908,1.445
14734,1.822
14284,1.375
15732,3.417
13284,1.35
13472,1.224
12156,1.773
5416,5.00001
5334,3.25
15598,1.107
9923,1.381
10268,1.453
14806,5.00001
2842,0.731
9759,1.341
20415,1.875
923,5.00001
1590,3.822
7121,2.107
11892,1.125
2980,0.714
10225,2.021
9196,0.956
16961,3.682
4897,1.008
422,3.686
1874,1.072
17380,1.498
8222,0.875
6689,2.187
10181,1.935
17858,5.00001
7847,1.458
16298,0.721
19633,2.5
935,1.563
12847,0.84
19831,0.847
4398,1.82
19182,2.692
7116,2.117
17220,3.818
16752,2.359
14978,1.138
10456,2.716
14658,1.83
3925,2.51
9904,2.068
6161,1.954
4507,1.279
8698,2.613
13809,0.72
16310,1.551
7921,2.365
16951,4.112
9897,1.53
8931,3.405
11310,1.885
20100,0.682
13378,3.115
19320,1.183
7967,1.536
7371,1.629
7731,2.182
1924,1.201
13151,1.936
13490,1.123
14215,1.25
20346,1.771
13193,1.36
11668,1.88
10684,5.00001
2092,0.466
4463,1.293
15919,2.923
2834,0.904
5833,2.944
16199,0.59
4859,1.375
18756,0.598
8115,1.975
5691,2.542
5174,0.98
1203,0.855
2689,0.603
12165,1.453
10323,3.8
10842,2.184
3353,0.495
16391,1.125
8958,3.229
15278,3.694
5479,3.267
20573,2.25
2965,0.862
6069,2.715
20487,3.93
5114,1.095
14211,1.258
125,3.373
17036,3.45
501,1.063
18175,3.236
14070,1.278
5109,1.318
11038,5.00001
8347,1.89
11949,1.141
10921,1.641
8953,2.686
2133,0.664
17700,1.91
4322,3.42
13400,1.341
18799,0.52
17295,5.00001
8684,2.963
11841,0.819
3471,1.9
4619,3.056
13833,1.582
13243,4.067
3956,3.361
7504,1.068
2562,0.747
8330,0.992
8045,2.005
665,1.904
8436,2.456
895,2.36
13837,0.985
5386,2.813
19764,0.444
8177,2.539
18293,5.00001
5404,3.576
20193,1.573
11345,1.475
8171,2.563
1949,1.461
2654,1.067
7400,1.059
2443,0.553
12313,3.455
13436,0.974
6780,3.649
3472,4.318
650,2.027
2376,0.559
4711,4.0
9954,2.012
6874,1.768
1769,1.117
10295,2.35
12862,0.884
5514,2.767
16337,1.482
7050,1.415
12820,0.894
8776,2.858
19770,0.772
9971,2.145
15674,5.00001
1040,1.134
12402,1.058
9950,2.875
5841,2.725
6403,2.736
356,1.555
5540,2.832
19121,1.516
19340,1.737
19293,1.785
5251,5.00001
6493,1.759
3051,1.25
15476,2.143
15808,4.054
687,1.617
8390,1.531
17702,1.653
5804,1.875
2450,0.766
12039,1.448
14762,0.675
16131,4.578
15864,3.2
13791,1.196
7159,1.45
6437,2.337
10140,1.25
67,0.813
9263,0.483
7947,2.134
2379,0.639
15072,1.644
52,0.975
13410,1.207
9073,1.021
14816,4.045
20241,2.205
19603,0.828
5027,1.403
696,1.784
10468,2.448
6578,4.159
7212,1.375
13386,1.813
9959,3.04
14124,1.0
12563,0.927
2810,0.526
7625,1.67
16176,2.25
16916,5.00001
7383,1.087
15492,1.68
10915,1.77
19929,0.875
10390,1.956
19432,1.628
16133,3.229
16380,0.95
3753,2.224
17034,3.415
1879,1.368
5914,1.542
14891,1.519
4993,1.0
9896,2.181
3146,1.368
18143,4.514
16730,0.698
6386,3.625
6410,4.148
11531,0.585
12597,0.964
7999,2.016
9927,1.755
19686,0.641
12913,1.483
282,2.93
6471,2.581
11919,1.108
8659,3.364
17262,2.529
5598,1.777
16766,2.643
16081,3.152
13853,1.167
5488,3.431
9577,1.414
4227,2.655
5325,4.947
1522,2.925
7669,1.657
1580,4.414
4612,3.0
4852,1.384
13592,0.68
18835,0.813
12327,0.611
18980,1.429
10681,3.919
6838,2.205
11244,1.747
15975,2.786
6190,1.759
11346,1.948
5194,0.989
3944,2.413
14840,0.996
2404,0.52
12348,3.219
1217,0.932
1236,1.235
15077,2.5
6764,2.087
6360,1.48
19582,0.843
7710,3.02
11292,1.908
14105,0.924
5655,2.605
8509,2.38
8799,5.00001
3719,2.225
10975,2.194
6582,4.439
12344,0.875
15633,4.0
2736,0.681
17546,2.891
14513,1.832
19910,0.925
2880,0.575
7720,2.449
11107,1.935
4272,1.938
4850,1.479
4649,3.8
19486,1.091
12044,1.58
16303,1.238
273,1.635
17910,2.427
12785,0.622
170,1.25
14835,1.036
10107,1.782
17076,2.7
2337,1.137
12895,1.832
19103,2.505
8810,4.168
18900,0.938
5088,1.214
19215,1.888
10912,1.821
4715,5.00001
5380,3.194
972,3.898
17045,5.00001
6028,1.401
16653,2.063
6157,1.518
4335,2.475
7551,1.154
19746,0.637
11952,1.299
10780,2.684
12279,0.819
7719,2.835
10686,2.314
10120,1.744
16617,1.883
3886,1.998
13211,1.63
14558,3.225
10566,1.083
20480,1.961
9848,3.391
5422,3.743
4497,1.571
17433,0.875
3813,1.899
16241,0.813
11459,1.869
14130,1.188
2402,0.922
1655,4.277
13818,1.112
6406,4.309
19108,1.455
6901,2.033
2437,0.73
3416,1.458
2792,0.984
19078,2.61
4176,1.966
5352,5.00001
13435,0.951
10652,4.991
6379,3.889
9972,1.844
12361,1.375
19040,1.356
19361,1.644
656,1.668
17137,4.102
8244,1.625
7958,1.63
3019,0.682
5643,3.512
10889,1.625
1412,2.321
14193,1.414
18619,5.00001
6494,1.736
11574,1.942
1197,0.735
3707,1.813
242,1.426
11522,3.407
4275,2.5
19774,0.864
13684,1.284
12863,0.882
20198,2.18
234,1.405
632,1.448
2471,0.764
12602,0.525
20109,1.375
2440,0.697
17602,2.47
6818,2.114
9590,1.253
2087,0.45
15996,5.00001
6772,3.528
15184,0.858
14360,2.875
18813,0.887
16316,1.015
18709,1.042
8148,4.025
16169,3.222
8344,1.599
10919,1.625
18017,3.333
5761,2.866
838,2.614
15609,3.003
15178,1.379
19773,0.627
18093,3.962
12838,0.968
11549,2.649
16599,0.906
10396,2.223
19129,2.618
14230,1.589
4324,3.339
6219,2.183
9821,2.346
11219,0.45
9325,3.31
31,1.152
1325,0.87
18429,2.241
18889,0.928
3542,5.00001
2016,0.528
11476,2.857
8594,3.426
18682,2.904
1229,1.009
372,1.079
12799,0.814
707,2.168
4788,1.334
9524,2.149
20013,0.798
13327,1.086
5140,0.973
1653,3.536
10089,2.157
11834,2.44
377,0.943
20377,3.663
19651,1.225
7271,1.65
17621,2.369
6721,2.511
12503,1.317
5737,3.743
7,2.414
6753,4.148
2251,1.601
2526,0.587
5466,4.143
10838,4.309
11820,1.561
4756,1.671
9024,5.00001
17495,2.802
1315,1.647
10066,0.857
2070,0.783
5646,2.189
18895,1.524
8231,1.438
4781,1.768
17527,2.125
5918,1.517
12495,1.575
3668,1.819
19984,0.638
10840,2.13
12204,1.873
1881,0.993
11934,0.893
5565,1.512
2769,0.538
16922,2.879
10109,1.655
407,4.305
11024,2.181
2571,1.006
620,1.716
4701,2.25
5885,2.445
7010,1.632
4057,3.591
17298,3.013
2527,0.71
18096,4.747
3943,2.515
14152,2.915
8617,3.404
6465,2.353
16507,1.827
13275,1.228
7726,1.837
15757,4.0
7192,1.438
5924,3.587
11320,1.94
153,3.147
11982,1.581
8175,2.57
7205,1.367
12080,1.956
12022,1.392
17822,3.356
19654,0.695
13234,3.105
5765,2.224
5887,0.175
18095,4.163
19836,0.65
11128,1.181
7560,1.181
19815,0.574
14366,2.638
17466,2.809
7886,2.973
4844,1.355
2682,0.606
3790,3.25
4547,1.266
4467,1.631
19938,1.042
18501,1.313
9833,3.111
868,2.534
4212,2.707
978,3.932
19014,1.125
17444,2.393
16623,2.668
9153,2.178
4863,1.25
15406,1.72
14954,2.14
10583,2.014
19080,1.921
15351,1.31
360,2.754
13718,1.265
17949,2.541
15457,1.781
3536,2.373
3248,0.522
7258,1.428
12278,1.875
6978,2.385
4085,4.25
370,1.358
2384,0.8
14664,1.665
14188,1.452
17906,2.645
18652,2.346
5290,5.00001
713,1.75
2475,0.392
9465,1.316
12627,0.723
3876,2.221
3541,2.58
12504,1.319
15581,2.098
3402,2.054
6929,1.502
19062,2.095
11665,2.241
14553,2.609
12097,1.527
3050,0.588
14408,4.526
8821,2.667
4476,1.475
11054,2.15
10331,2.664
1291,1.102
9012,4.481
17511,2.392
15147,1.772
668,1.973
8447,2.563
12962,1.222
7382,1.026
14498,1.883
16543,1.168
18391,3.056
2863,0.87
18189,3.277
20354,2.931
17011,3.109
12728,1.336
10400,4.474
20144,1.466
10752,5.00001
18861,2.148
12694,3.278
10746,3.454
3793,2.625
12162,0.961
529,1.979
3258,0.735
2614,0.96
16982,2.82
4268,2.5
12497,2.338
7018,1.66
12153,1.134
2805,0.77
1335,1.705
17274,2.361
466,1.917
15599,0.618
8942,5.00001
16341,1.267
4468,1.75
9794,4.26
12363,1.425
19852,0.58
13783,1.262
14371,5.00001
4889,1.195
3293,1.347
4777,1.839
16233,1.837
17172,5.00001
10147,3.369
18388,3.616
8131,2.259
2569,0.928
9694,1.085
18000,2.691
10001,1.821
10412,2.849
16130,3.75
8094,1.625
18683,2.986
3800,4.179
15317,1.699
5792,2.195
9598,0.756
17109,5.00001
1407,1.793
18818,0.625
1078,1.792
2407,0.658
457,3.714
11281,2.183
8668,5.00001
329,0.797
3384,2.636
4536,1.463
16731,1.586
1951,1.426
19217,1.943
9795,3.574
16842,3.021
15157,1.807
2773,0.538
17348,2.127
15131,1.27
13845,1.031
8677,2.803
4727,5.00001
3603,1.6
3391,1.726
18101,3.551
2992,0.533
10528,3.183
17459,2.167
7934,3.457
6697,3.587
5854,2.451
7770,1.622
11168,2.155
2136,0.692
12242,0.775
17882,0.475
13071,1.133
12994,1.128
7839,1.458
2056,0.923
4255,4.364
8909,3.1
5958,2.094
13506,0.69
1445,2.172
18449,2.48
13549,0.664
16513,1.261
304,0.973
18714,1.201
17272,2.55
8096,1.597
13224,1.243
12743,1.645
13928,0.486
16938,5.00001
10782,3.254
18187,2.246
2485,0.864
12249,0.959
17508,2.458
8674,2.607
19665,1.658
1830,2.122
20372,4.107
13282,1.372
17371,1.301
16516,1.243
8411,1.491
2983,0.685
7971,1.369
7084,1.847
20088,1.362
20338,2.713
13942,2.538
1533,3.357
4050,5.00001
14233,1.322
19067,2.976
335,0.905
18272,5.00001
13570,0.973
13253,2.086
380,1.094
11342,1.618
20010,0.415
11673,2.264
11659,1.923
13988,0.668
11627,3.988
17627,2.913
1378,1.597
19232,1.762
9856,3.477
16772,2.524
4666,1.938
11944,1.133
6407,4.29
4745,2.908
15257,1.476
12867,0.986
18571,1.607
15807,3.7
2496,0.689
5710,2.348
12567,0.876
16371,1.028
1768,1.351
11698,1.818
11602,3.401
1419,2.5
13686,1.407
17721,2.778
9644,0.886
11222,2.125
