,MedHouseVal
15951,2.685
2834,0.904
2203,0.913
3445,1.538
12912,1.779
20302,3.058
509,5.00001
4280,2.5
15278,3.694
18477,3.217
17601,3.12
13837,0.985
16999,5.00001
8099,1.569
13766,5.00001
9704,2.481
20213,2.575
18089,5.00001
17492,3.425
7335,1.786
10071,1.198
15263,2.861
8957,3.406
16239,1.054
11499,1.889
9254,0.55
7093,2.896
932,2.231
10259,1.875
14842,1.17
16672,0.425
10868,2.405
9394,4.029
3685,1.766
3484,3.772
12980,0.825
11319,1.698
17962,3.42
17588,3.458
9517,0.962
3337,1.326
1368,1.393
4204,2.109
10170,1.888
14241,1.08
1547,2.66
6914,2.588
2584,0.992
18415,2.508
19774,0.864
10277,2.979
9360,2.713
1818,2.473
12902,1.53
12572,0.79
353,1.004
9703,1.125
19556,0.629
1082,1.125
1253,0.691
7969,1.521
1935,1.879
18248,3.303
4899,0.934
16407,1.304
5657,3.519
13420,1.434
14017,1.375
3991,3.382
3447,1.637
6029,1.61
13739,1.528
1185,0.594
18045,3.963
14861,1.458
12493,2.0
7534,0.847
5804,1.875
15416,0.986
15712,5.0
6211,2.188
2564,0.81
2918,0.695
14234,1.35
4595,1.625
5157,0.948
15383,2.915
18373,3.612
5321,5.00001
20327,3.912
11817,2.019
13838,0.641
10903,1.734
15356,1.41
16011,5.00001
5142,0.926
7428,1.552
4993,1.0
5155,0.898
10666,5.00001
6423,1.781
9688,1.425
2291,0.66
6648,2.057
17206,2.75
3603,1.6
5094,0.985
7821,2.074
13295,1.228
17593,3.447
12776,0.644
15662,5.00001
8769,3.656
1659,3.294
19203,1.375
12244,0.857
19066,2.717
842,2.22
2977,0.707
4026,3.159
18467,4.126
14584,1.678
2091,0.52
8318,2.875
8345,1.862
6367,3.185
3063,0.585
13426,1.375
7745,2.123
6729,5.00001
7682,1.668
17959,3.139
20606,0.566
2633,0.864
3297,0.6
15108,1.661
16444,1.167
16126,5.00001
16096,2.788
14819,0.93
6885,1.856
4100,3.677
1236,1.235
2900,0.66
8799,5.00001
9785,2.0
14,1.592
5652,2.423
4778,2.511
2792,0.984
2927,0.516
11412,2.846
12436,0.659
5922,2.938
8821,2.667
7442,1.597
14778,1.353
11097,2.412
19725,1.188
20215,2.541
19012,1.897
13889,0.225
2606,0.979
2858,1.391
8824,3.136
8898,4.75
14782,1.389
17336,2.697
5,2.697
16886,5.00001
5012,1.885
11762,1.359
18353,5.00001
20296,1.834
20321,2.132
11201,2.125
11184,2.132
16143,3.984
8619,3.527
8170,2.507
15694,5.00001
13177,5.00001
18499,5.00001
3362,0.856
15185,1.676
1938,1.769
8836,3.125
7007,1.698
17436,1.38
4870,1.646
19036,1.25
19734,0.791
3877,2.361
15654,4.5
12841,1.205
13246,2.268
2884,0.548
3714,1.913
15486,1.714
3480,4.746
10499,1.844
5069,0.914
17806,2.691
3027,0.266
16205,0.638
14266,0.918
10675,5.00001
9676,2.214
10834,2.61
11026,2.21
12785,0.622
5465,3.875
14127,0.95
4705,3.96
7708,2.941
19175,3.441
568,2.284
8866,5.00001
15371,1.732
16067,3.31
7913,1.595
14460,4.889
8204,1.391
18299,4.612
19385,0.773
15672,5.00001
6193,2.208
12179,1.042
4715,5.00001
9093,1.854
11521,5.00001
11778,1.875
2333,0.895
2455,0.827
20091,1.625
9997,1.702
19665,1.658
2525,0.719
1684,1.95
9869,1.128
10958,1.768
5496,2.72
5535,5.00001
15801,3.861
6489,1.814
4454,1.458
8117,2.008
9853,1.5
13714,1.625
11287,2.146
461,2.417
19679,0.725
15597,1.271
2613,1.113
10063,0.795
10560,2.417
10302,3.579
13978,1.286
5364,5.00001
11852,1.0
1991,0.504
19835,0.591
3946,2.329
1575,2.948
7479,1.3
6879,2.037
1583,5.00001
1520,2.649
7683,1.513
1617,5.00001
6027,1.292
491,4.563
3929,2.238
14990,1.269
11132,1.639
4446,1.602
1330,1.5
14329,1.875
5416,5.00001
9199,1.241
17197,2.909
13556,0.695
13413,1.064
5058,3.532
3582,4.075
8657,3.846
14123,0.898
19597,1.805
2318,0.714
5894,3.667
17066,2.5
405,3.588
219,1.438
4123,2.581
11868,1.134
17244,2.414
16498,1.419
15889,1.875
6593,5.00001
2037,1.203
1022,1.176
12622,1.844
9483,1.471
20132,2.091
266,1.439
15453,2.244
15173,2.654
14787,1.56
11518,5.00001
3827,2.056
2821,0.635
12559,0.583
15536,0.8
8483,1.555
15299,2.833
12788,0.647
2742,1.101
4665,1.938
18635,3.044
1263,1.628
9396,2.671
8766,5.00001
3584,4.544
5524,3.318
7793,1.149
12648,1.375
7180,1.417
19857,0.48
4762,1.792
11631,2.453
1668,3.107
10764,1.063
17195,3.95
17261,2.61
8607,3.386
20264,2.539
13812,0.693
7945,2.195
3517,2.169
12369,2.321
3833,2.256
8049,2.173
10969,3.113
4708,3.85
9092,1.363
3307,0.689
6498,1.592
6291,1.782
5440,3.622
9380,5.00001
6812,2.12
4111,5.00001
20409,2.646
17257,2.265
592,2.525
7800,1.535
758,1.793
9563,0.835
6557,4.441
3383,1.958
16201,0.52
18186,2.524
3592,2.554
15316,1.661
14772,0.936
12870,1.07
13476,1.307
16123,3.071
5088,1.214
17096,3.637
5617,2.056
20060,0.476
895,2.36
19653,0.764
18403,2.388
11307,1.661
1225,1.125
6408,4.457
7341,1.56
17025,3.397
3333,0.847
4754,2.685
3619,1.76
17561,1.849
6110,1.474
18816,0.93
17222,3.76
16149,3.667
8886,5.00001
13732,1.176
13487,0.876
6775,2.045
15142,1.544
4860,1.193
18730,1.465
20282,1.791
7731,2.182
12386,2.388
6266,1.602
2222,1.556
4679,5.00001
9085,1.403
3796,3.25
2227,1.935
3904,2.211
945,1.817
1274,1.863
4464,1.395
13609,0.964
19184,2.167
20062,0.517
8366,1.434
8238,1.55
18966,1.047
9812,2.257
9504,1.154
20406,2.868
11520,5.00001
16826,2.346
19916,0.926
16069,3.085
18745,1.001
11655,2.156
2788,1.804
6268,1.612
4901,1.072
1180,0.539
13480,0.861
15678,4.75
18329,5.00001
15462,1.357
14754,1.345
6215,2.042
5422,3.743
3493,2.267
14035,1.781
7321,1.618
1459,2.132
7386,1.051
8582,4.771
5358,5.00001
20516,0.862
7152,1.416
9932,1.421
7662,1.744
19219,1.903
13717,0.847
111,2.185
1586,5.00001
1395,1.861
6759,2.826
18753,0.615
7558,1.184
3889,2.051
19687,0.795
17050,5.00001
14720,1.772
5620,1.821
8294,4.393
4851,1.5
7588,0.888
13934,1.033
18852,0.971
15659,2.25
7484,1.181
4849,0.984
3299,0.588
18715,0.901
367,2.489
6036,1.178
8079,1.989
13376,3.614
14773,1.426
3032,0.969
15286,2.621
3903,2.292
6179,1.896
2094,0.506
15121,1.61
10294,2.061
4469,1.621
2182,0.896
3856,2.66
4459,2.004
6601,1.549
15252,3.944
8513,2.315
12376,1.585
9912,1.398
1829,1.869
7458,1.364
20521,1.185
15386,2.438
6086,2.069
4785,1.278
9931,1.397
6580,5.00001
6066,3.397
5838,2.318
2245,0.722
1484,1.908
6088,1.806
19686,0.641
20065,1.126
4545,1.307
11043,2.676
12166,1.488
3647,1.857
4929,0.882
5504,3.029
12704,1.414
13438,1.164
14419,1.375
3831,2.381
12627,0.723
9015,5.00001
7676,1.708
13720,0.753
13996,0.8
9863,1.863
4915,1.074
13400,1.341
19085,3.066
17220,3.818
6690,4.708
15719,2.375
10312,4.153
468,1.75
27,1.055
16485,1.742
16158,3.595
4147,1.736
17345,1.415
805,1.461
17557,1.925
9767,1.027
14826,1.271
7729,2.024
18147,3.701
13758,2.372
13961,2.265
1143,0.875
16908,5.00001
2737,0.708
15019,1.582
15550,1.277
20533,3.265
8550,2.339
11943,1.045
9252,0.738
11731,1.01
9527,1.208
8873,5.00001
8522,2.273
5964,3.489
16359,1.053
8171,2.563
18383,4.345
3742,1.929
6583,4.508
8871,5.00001
83,1.375
13813,0.668
925,2.644
6584,5.00001
12442,0.761
18768,1.168
15414,1.967
10256,2.043
13023,1.33
1448,1.61
9492,1.054
15075,1.441
12490,1.5
17242,3.643
2536,0.705
5349,5.00001
16822,2.75
9251,1.194
7897,3.197
19674,1.984
16996,4.173
15767,4.188
2798,0.455
17783,1.824
19898,0.691
17382,1.525
6950,1.649
7403,0.914
8072,2.682
2561,0.741
7627,1.966
5595,1.28
13852,1.004
2324,1.114
18229,1.972
12567,0.876
4863,1.25
10128,2.474
8813,3.964
8191,2.324
5441,3.558
10532,1.443
7153,1.864
17608,2.833
8727,3.39
5341,2.25
3730,1.907
14888,1.504
12441,0.74
13826,0.869
10105,1.536
14673,1.125
11642,1.638
8689,2.671
15429,1.113
13120,1.516
13664,1.516
11051,1.464
11775,1.693
4502,1.417
3980,2.101
1351,0.871
20630,1.12
2163,0.713
7584,0.984
2896,0.425
6627,1.467
12939,1.898
18970,1.266
17300,2.5
10952,1.025
15047,2.964
19709,1.34
6323,3.335
14692,0.969
13591,0.788
875,2.403
16109,2.966
15962,2.477
8200,2.154
9754,3.366
7459,1.369
15859,2.909
6419,1.841
4369,3.521
3021,0.375
9584,0.853
15786,1.875
14634,2.941
14985,1.447
11102,2.239
1047,1.185
7922,2.155
18276,5.00001
13582,0.658
9820,2.401
19828,0.804
4353,5.00001
20323,1.82
10719,3.875
16911,5.00001
794,1.821
3745,3.647
20039,0.514
6886,1.788
16360,1.0
2802,0.624
16882,4.577
9075,1.277
15184,0.858
6661,2.879
17366,1.818
7033,1.731
17886,2.193
2194,0.553
8891,2.917
13765,0.869
3042,0.654
11193,2.2
1043,1.142
14963,1.891
9391,3.7
17823,1.811
1676,1.23
9598,0.756
14417,2.125
7810,1.564
1844,3.585
4278,1.0
3835,2.455
1880,1.097
7975,1.582
12599,1.242
5025,1.089
13999,0.55
1775,1.455
17010,4.38
8725,3.502
17544,3.259
17867,2.258
5271,5.00001
19628,1.155
11993,3.75
5942,3.555
2692,1.0
14851,1.182
11697,3.478
19949,0.541
8600,3.042
16243,0.938
9051,1.04
17678,1.881
17259,2.5
7981,1.659
199,0.713
4397,1.708
8045,2.005
554,2.34
18853,1.101
1886,0.904
345,0.821
6829,2.448
7916,2.008
12195,1.636
14529,1.847
4176,1.966
2236,1.45
2853,0.87
6151,1.31
5843,2.227
13687,1.593
580,2.415
2154,0.73
9538,0.738
5339,3.0
20004,0.859
1791,0.379
3692,1.529
16159,3.185
831,1.596
9773,1.005
20395,3.429
18221,2.77
13010,1.627
11250,1.965
2453,0.702
16747,2.667
15978,3.9
9480,0.715
7918,2.46
360,2.754
5007,1.826
17431,1.353
8182,2.408
289,1.44
14564,1.877
2375,0.581
20204,1.875
2055,0.742
18998,1.435
8586,5.00001
5082,0.952
7333,1.894
11906,1.179
5725,3.313
17067,5.00001
19424,1.313
8887,5.00001
12103,1.625
8413,1.504
6389,5.00001
16824,2.639
6538,1.375
11378,2.304
5386,2.813
8948,4.562
14544,4.062
16666,3.316
5575,2.167
4560,1.625
18418,3.115
15813,2.7
12573,0.721
16471,0.911
18751,0.922
15752,5.00001
12288,0.898
15582,1.582
10807,2.152
12888,1.057
5278,5.00001
12368,2.85
17587,3.101
7789,1.853
5133,0.982
13209,1.07
3108,0.845
7307,1.6
14217,1.378
863,2.956
3254,0.439
18156,3.275
20582,0.927
10137,2.165
1508,2.347
2872,0.554
4913,1.133
16176,2.25
7814,1.96
8973,3.31
16350,1.407
6011,1.08
7499,0.959
4124,2.724
3438,1.386
15938,2.393
18461,5.00001
16333,1.306
4216,2.766
7488,1.25
18489,2.515
7103,2.133
5375,2.375
17001,4.04
5613,1.381
2734,0.762
11526,0.62
674,0.833
1711,1.643
10665,5.00001
14364,2.697
7664,1.761
4789,1.142
9393,5.00001
19113,2.671
2899,0.475
6935,1.495
4035,2.596
6674,1.982
17448,1.422
4990,1.014
11286,1.906
7932,1.684
4257,2.375
15401,1.75
5473,3.347
18646,2.132
15989,3.38
9601,0.885
1254,0.758
15311,5.0
11597,3.427
12353,1.994
9366,5.00001
17102,3.427
2122,0.883
2673,0.62
13895,0.542
16806,2.425
12429,3.667
11756,2.731
6118,1.385
3953,5.00001
1516,2.26
18976,1.348
3611,1.714
791,1.779
12348,3.219
1865,0.711
7066,1.69
6064,2.212
337,0.842
18228,2.74
10075,1.381
2344,0.889
4004,3.191
16689,1.978
11321,1.742
20575,1.875
17386,1.103
5706,3.417
9567,0.75
9880,1.188
7017,1.695
11213,1.531
12814,1.345
18067,5.00001
11313,1.809
16022,3.941
7261,1.125
16571,1.335
248,1.023
18586,1.922
1841,2.62
33,1.049
20262,2.354
8700,2.57
1076,1.226
311,0.857
19415,2.125
11402,2.058
9835,3.391
13357,1.036
5399,3.408
17204,2.945
16529,1.976
7931,2.109
16387,1.55
12892,1.055
239,1.154
5158,1.013
9052,2.25
6700,4.904
472,1.5
7197,1.213
8784,3.838
17642,2.5
5886,2.479
13750,2.041
5270,5.00001
1745,1.103
14611,1.985
15837,3.804
4256,2.5
5280,5.00001
18328,5.00001
13770,1.916
7070,1.81
15737,1.875
1024,1.406
4718,3.1
11396,3.018
17846,2.487
16635,3.177
2906,1.471
12727,1.33
11453,4.477
11522,3.407
15564,2.235
1703,2.274
11860,0.75
2004,0.75
6348,0.675
3743,3.647
369,1.263
9144,1.65
19440,1.581
12462,1.637
9594,0.988
4203,2.14
13540,0.89
20456,2.099
15243,4.853
10194,1.821
6813,1.875
20384,2.394
8993,2.691
13864,1.083
16396,1.25
19863,0.684
7551,1.154
14608,2.04
8822,2.361
7687,1.969
18701,0.875
15785,2.75
2357,1.738
4664,1.577
12320,0.61
11743,2.201
13643,0.682
4127,1.898
8354,1.698
10664,1.983
15647,5.00001
5707,2.68
15102,1.546
10062,1.792
7176,1.265
10132,1.964
17789,1.786
2124,0.877
20507,0.691
5659,2.939
20217,3.032
3976,3.331
732,1.794
8840,4.5
5196,0.887
15054,2.105
3763,2.761
79,1.313
4561,3.125
2331,0.525
4506,1.5
13314,1.172
333,1.016
20030,0.806
5180,0.946
8387,2.188
10444,3.465
20015,1.034
10765,4.507
12088,1.1
16492,1.875
2188,0.578
14225,1.438
6834,2.271
18713,1.487
18020,4.054
13943,2.552
15677,5.0
6177,2.171
6247,1.614
19056,1.158
14790,2.577
4289,2.167
19068,2.08
13951,1.441
12793,0.606
12960,1.038
9165,2.183
5400,3.727
214,1.367
13776,1.157
17821,3.337
4801,1.2
9725,1.77
4383,2.308
20076,1.281
3154,0.998
8781,3.151
9382,5.00001
5049,1.406
7003,1.728
106,2.685
9038,1.048
12838,0.968
3404,3.544
5639,2.656
11235,1.774
17201,5.00001
9201,1.037
13038,1.59
6525,1.761
8088,1.393
6387,3.3
12724,1.941
5096,1.241
12624,1.528
20415,1.875
1528,2.688
19474,1.173
13064,1.011
965,3.372
13646,0.746
1662,2.869
455,2.875
15867,2.391
7934,3.457
15354,1.869
18413,2.942
11219,0.45
7784,1.577
16062,3.184
9509,1.546
17978,2.773
14278,0.785
13768,1.732
7112,2.029
7576,1.268
16298,0.721
11614,3.207
12548,1.625
18425,2.131
14084,2.816
15727,4.283
7703,2.547
20590,0.713
8248,1.75
15955,2.616
15199,1.843
3646,1.837
13802,1.769
14177,1.019
9808,4.699
173,1.518
17542,1.944
11627,3.988
335,0.905
5151,0.979
12331,0.894
20538,1.452
14280,0.875
1526,2.839
399,2.614
17904,2.712
5388,0.55
749,2.407
611,1.835
18439,2.374
12751,1.153
12198,1.556
18637,3.716
12860,0.95
9778,1.379
5175,0.888
16156,3.563
9185,3.209
3008,0.775
3087,0.946
11812,2.206
11429,2.651
20234,2.038
3187,0.875
15701,5.00001
2030,0.585
11123,1.701
245,1.268
14251,1.203
13637,0.855
20195,2.034
348,0.923
16602,1.4
11682,1.857
17739,2.419
9364,4.352
18406,2.309
16076,3.143
3736,3.127
13034,2.25
7839,1.458
10882,2.52
17852,2.264
14508,2.67
7772,1.65
1562,3.561
20469,2.053
9115,1.811
16565,2.229
10513,2.79
5623,1.642
18405,2.624
9050,1.375
7661,1.602
2755,0.912
3212,0.672
7401,0.934
2694,1.138
18424,2.445
7138,1.96
11680,1.951
18166,2.284
9478,0.769
7713,2.632
4721,2.785
15511,1.475
16472,1.509
12285,1.463
11327,1.88
5965,1.926
13559,0.752
18647,2.567
62,0.861
10333,3.883
20068,0.867
4096,3.647
6459,2.738
2213,3.459
19865,2.391
14021,2.4
3336,1.092
18785,0.854
12135,1.215
2348,0.687
13103,2.409
19915,0.973
15396,2.722
14725,1.602
19649,1.456
19441,1.097
12307,2.143
5146,0.94
9438,1.05
20176,2.242
9740,1.75
19221,2.133
16698,2.683
15345,1.033
15001,1.192
7276,1.003
12190,1.25
8628,5.00001
7677,1.686
17335,1.201
16307,0.871
15058,2.947
7739,2.424
13577,0.771
11961,1.938
19229,1.862
2683,0.96
8794,5.00001
9414,5.00001
7463,1.443
16913,5.00001
12543,4.058
4422,2.179
10210,3.187
2679,0.622
14349,3.0
17401,0.675
17026,4.148
8642,5.00001
18487,2.647
16442,1.108
1521,2.598
8382,1.7
8482,1.452
5030,1.01
15753,5.0
16939,5.00001
10605,2.966
2527,0.71
19624,0.95
3591,2.389
8576,5.00001
18770,0.604
3905,2.291
13863,1.182
13354,1.703
1675,1.502
17976,2.675
10838,4.309
10594,3.139
15395,2.981
9332,2.92
16031,2.193
2056,0.923
20242,2.445
19623,1.125
2304,1.109
13406,1.016
4553,3.5
18160,3.83
8131,2.259
13252,2.594
17054,3.05
10522,3.547
20072,0.914
10459,3.536
5346,4.275
16659,2.317
19080,1.921
5361,5.00001
5284,5.00001
15820,2.5
14411,2.667
1896,1.019
16778,3.067
17787,1.717
4429,1.542
18632,3.406
10572,2.399
20518,0.823
3774,3.679
9710,1.923
3316,0.934
216,1.5
20333,2.842
5291,5.00001
10700,1.206
13263,1.453
16811,2.44
14893,1.559
12789,0.61
4221,2.091
15348,3.59
13199,1.44
4424,2.25
9054,0.938
18464,5.00001
14878,1.504
1615,3.142
18298,5.00001
13836,0.908
3973,1.875
5860,2.313
5567,1.797
20246,2.127
1598,3.482
20435,2.53
11306,1.711
1803,1.868
11443,2.431
18625,3.734
13912,0.478
14099,1.4
12723,1.894
12487,1.875
17245,2.467
8013,2.262
12844,0.842
10054,1.55
1732,1.136
11075,2.481
772,1.853
9209,1.136
18350,4.75
18130,3.544
2332,1.002
4844,1.355
3597,2.411
6443,2.331
394,2.074
11056,2.364
3427,1.48
15312,1.063
2595,1.36
13002,1.243
4948,1.08
5125,1.015
20040,0.639
7908,2.776
17791,2.131
17535,1.99
13981,1.577
13369,2.252
8426,2.397
12797,0.598
5717,3.099
17426,1.093
2029,0.508
16427,1.857
20488,2.23
2057,1.104
7405,1.553
9468,0.936
6987,1.962
10715,2.25
14667,1.741
20232,2.75
4237,4.987
14028,1.987
12009,1.633
7562,1.056
15291,1.688
11721,1.469
4723,2.961
20350,3.19
12947,1.862
9100,1.256
16828,2.81
871,2.735
2816,0.67
15571,2.226
18254,3.59
10780,2.684
11506,5.00001
18087,5.00001
11887,0.823
4098,2.952
14496,4.175
18457,2.658
7501,1.046
8358,1.665
7944,2.002
10084,1.741
20383,2.288
9352,5.00001
13014,2.432
2288,0.717
1943,2.076
5721,4.22
1408,2.357
16742,2.301
15231,5.00001
10978,2.065
9090,1.524
3025,0.883
4057,3.591
11170,2.0
12303,1.434
891,3.053
275,2.407
12079,1.898
3576,3.231
19668,1.185
16587,1.031
5516,3.572
5910,1.67
3678,1.706
5681,3.038
14660,1.791
20461,2.399
18493,2.286
10564,3.625
11354,1.6
1399,2.66
7395,0.981
20,1.475
12366,1.364
8862,5.00001
15544,3.53
15320,1.503
11352,1.563
9640,0.863
10001,1.821
15393,2.345
11418,2.896
1851,0.858
16187,0.768
4139,1.734
2473,0.584
13738,1.375
4592,3.25
8746,4.468
13000,1.418
10536,3.977
1922,1.193
13727,1.027
20513,2.25
11331,1.867
20294,1.911
10419,5.00001
19975,0.991
18341,5.00001
1474,1.609
7161,1.255
2342,0.559
20445,2.426
7092,1.853
12248,1.051
17016,4.352
18361,5.00001
6260,1.539
14384,3.218
9851,1.781
4589,2.25
17178,3.643
7559,1.051
20279,1.854
6934,1.141
19429,1.969
14691,1.781
10470,3.24
12675,0.92
11386,1.979
4130,1.804
10788,3.076
19010,1.189
3220,0.928
1217,0.932
18861,2.148
10933,1.785
6827,2.432
16277,0.517
6345,1.075
17907,2.614
15667,5.00001
2391,0.833
15832,3.556
1954,1.216
6321,3.249
6055,3.107
11634,2.6
5545,4.563
1740,1.207
6053,1.13
20055,0.583
12918,1.585
9055,1.088
457,3.714
19498,1.494
15495,2.799
5962,1.876
13244,2.559
18334,3.56
1345,1.622
7268,1.232
63,0.761
11744,2.371
12519,0.685
10383,1.848
19217,1.943
17136,4.125
14767,1.368
3029,0.638
8319,1.0
7053,1.647
18828,0.535
10226,1.909
7583,1.031
9526,0.947
18972,1.913
16820,2.362
14272,0.781
8423,2.233
19371,2.083
1454,2.292
11990,1.41
18793,1.712
3451,2.116
15027,1.493
13995,0.872
10384,2.578
1817,2.534
19258,1.5
11114,2.627
61,0.75
10387,3.161
11086,2.008
5312,5.00001
3098,0.72
14118,1.326
18137,3.431
14131,1.25
11933,0.813
9242,0.596
5164,1.023
19973,1.139
15698,5.00001
9685,1.529
6822,2.183
633,1.663
6707,2.583
20008,0.49
1923,1.185
14377,4.0
17702,1.653
3460,1.825
15100,1.449
3132,0.878
11983,1.211
11783,1.426
14306,0.875
15031,1.479
11551,1.996
16892,5.0
12170,0.713
17390,1.083
3147,1.629
17987,2.125
4714,4.46
17689,1.661
5001,0.993
11148,1.707
6804,2.017
11275,2.038
3357,0.643
3437,1.433
15363,3.313
18699,1.188
4965,1.125
11540,3.167
12062,1.639
8575,5.00001
18002,2.75
9958,3.048
18660,2.612
4169,2.183
9072,0.984
7719,2.835
407,4.305
10533,2.685
17443,1.666
16902,4.108
4122,1.75
1623,3.899
1595,4.065
8035,3.36
9451,1.646
16124,4.167
6356,1.796
170,1.25
4904,1.188
2882,0.575
3205,0.803
14546,5.00001
13831,1.678
13696,1.267
20601,0.579
12586,1.143
15024,2.237
5405,3.31
8805,5.00001
16419,1.25
16352,0.787
1385,2.877
8331,1.243
12635,0.762
1295,1.704
683,2.192
13310,1.44
17925,3.074
19718,0.725
16702,1.063
896,2.188
14412,3.565
14187,1.257
10493,2.885
7360,1.42
679,2.052
11068,2.717
1497,3.392
8687,2.838
800,1.576
15868,2.603
747,1.354
17414,1.364
4029,1.745
5981,1.219
12247,1.376
8596,3.568
2206,0.965
3056,0.718
11124,1.567
11862,0.675
590,2.535
11605,1.938
7508,1.241
12528,0.869
9750,2.449
3689,1.832
16728,2.929
1491,2.37
6569,1.842
15259,2.158
10579,2.62
516,4.716
18251,3.531
1405,1.82
13012,1.434
7089,1.744
5265,5.00001
10877,1.653
962,2.573
3136,0.644
12267,1.234
8882,5.00001
8918,2.5
10723,4.504
10644,5.00001
14621,1.641
9535,0.728
13290,1.37
3286,0.697
7556,1.158
15377,1.809
10120,1.744
5841,2.725
8121,1.426
5803,2.75
12176,1.183
6518,1.668
18762,1.085
1503,1.446
1187,0.571
17591,3.459
4316,2.1
12887,1.331
14238,1.063
19518,0.813
776,2.067
16343,1.456
4685,4.5
20527,3.1
4682,1.75
11491,2.488
3360,1.057
2991,0.562
14029,2.042
7202,1.322
4764,1.57
17457,3.074
18681,4.2
3325,0.938
13110,1.544
17293,5.00001
20219,3.582
14439,2.763
824,1.647
15436,1.988
20417,4.229
16846,2.841
12259,0.777
17869,2.125
1612,0.734
4955,1.21
18277,5.00001
18955,1.298
6133,1.458
6234,1.848
13222,1.644
12036,1.261
8546,2.327
1451,2.105
4876,2.25
1513,2.328
2675,1.078
17807,2.739
9163,2.385
6608,2.37
17177,3.185
8568,5.00001
19655,0.894
8485,1.694
17425,1.033
13243,4.067
11322,1.969
14811,4.324
1744,0.977
20135,2.303
17567,2.163
4862,1.75
7215,1.438
11758,2.296
7850,1.319
1822,4.01
811,1.932
868,2.534
15949,2.226
12906,1.621
7744,2.329
14943,1.583
14862,1.5
20112,1.375
18206,2.708
14092,1.263
7021,1.567
12525,1.347
3280,0.788
18672,2.523
13160,1.553
20636,0.771
16839,3.258
18565,1.517
14618,1.463
20092,1.158
12268,1.707
18529,2.554
