,MedHouseVal
15799,3.5
6468,2.743
13504,0.705
19412,4.35
18982,1.397
18515,1.875
17092,2.766
4144,1.706
8748,3.39
2501,0.58
3301,0.713
4488,1.428
8852,5.00001
12823,0.919
11239,2.094
14215,1.25
17569,2.5
12420,0.606
441,1.448
7679,1.753
9610,0.576
13058,1.156
18046,5.00001
10138,1.954
9036,1.2
4920,1.05
3863,2.726
61,0.75
19836,0.65
17813,2.766
18965,1.085
18095,4.163
8308,2.674
1176,0.451
8250,1.862
4350,5.00001
2007,0.467
18448,2.533
13497,0.678
16518,1.208
16178,2.237
19361,1.644
6348,0.675
13737,2.247
6347,1.125
4177,1.57
16076,3.143
2037,1.203
12104,1.625
11966,0.868
12201,1.743
10028,1.549
3103,1.157
12874,1.166
18837,0.632
853,2.56
2977,0.707
11768,1.392
611,1.835
19027,1.734
5754,4.468
15319,1.697
18643,2.156
9394,4.029
8408,1.469
8468,1.927
406,4.175
12682,1.425
16783,3.197
6861,1.985
19987,0.645
846,2.365
12137,1.43
11839,0.835
17100,4.96
3018,0.3
18494,1.78
6437,2.337
19260,1.792
10883,2.663
2131,0.814
7039,1.708
16957,4.572
16791,2.464
3130,1.417
17993,2.429
18666,2.217
14290,2.409
9424,2.387
17429,1.347
11125,1.754
165,2.5
16391,1.125
5098,1.242
4315,2.047
11186,2.208
6660,1.25
7385,1.172
12726,1.701
3258,0.735
9142,1.508
2752,0.958
6419,1.841
9551,1.031
7026,1.697
14838,0.936
8531,2.324
12495,1.575
1425,1.406
19589,1.714
16729,2.675
14424,3.625
15980,3.677
19283,1.573
3152,0.949
591,2.418
10306,2.682
1268,1.311
14371,5.00001
13567,0.907
6015,1.161
12126,1.376
1367,1.783
7981,1.659
15176,1.606
18436,1.416
16808,2.375
14388,1.792
772,1.853
2000,0.903
8211,1.3
19636,1.391
7950,1.941
18389,3.942
3084,0.812
18807,0.903
19951,1.068
148,1.996
11646,2.346
17262,2.529
5932,4.515
15173,2.654
4110,4.838
20141,1.993
10122,1.396
17084,2.328
18267,5.00001
3903,2.292
15793,2.25
10954,2.355
8094,1.625
15533,1.595
16108,2.978
5581,2.234
1193,0.738
3850,2.532
13302,1.27
19308,2.762
4393,1.843
15783,2.5
111,2.185
6216,1.976
12400,0.98
10618,3.606
4564,1.859
8333,1.279
3318,1.368
7407,1.642
5344,4.851
3358,0.702
8714,3.493
16133,3.229
16651,2.333
9417,5.00001
19944,0.648
9605,0.878
723,1.505
18949,1.625
12464,1.471
20076,1.281
9125,1.074
20178,2.832
18863,1.246
12077,2.579
7476,1.388
15750,5.00001
7122,1.601
19134,2.48
16834,3.455
8108,1.604
13907,0.84
11232,1.834
17417,1.294
12930,1.96
16202,0.568
6901,2.033
5270,5.00001
18794,1.232
19185,3.846
17027,4.264
11305,1.759
14221,1.334
10187,0.55
20631,1.072
6997,1.778
3547,2.715
12498,1.118
5783,2.826
19407,1.767
3049,0.646
3719,2.225
16752,2.359
1770,1.116
12565,0.924
1954,1.216
3783,1.923
6963,1.862
10046,1.825
4219,4.383
2538,0.6
12349,0.9
5332,2.688
13149,2.938
18792,0.934
14840,0.996
18858,0.342
17618,3.275
3051,1.25
5322,4.773
5342,3.5
20354,2.931
18199,2.61
1957,1.279
4878,3.125
18560,2.76
96,1.838
5457,2.635
14879,1.569
20438,4.019
8231,1.438
494,5.00001
1049,1.348
9667,0.957
8036,2.549
11338,1.904
19434,1.5
15084,1.344
1329,1.403
14964,2.735
5185,0.903
10376,4.841
8083,2.048
1838,1.625
5643,3.512
8830,3.833
1895,1.072
13402,1.161
12761,1.304
8628,5.00001
9953,1.75
15555,1.143
14407,3.853
12919,1.364
2964,1.062
5830,3.496
14456,5.00001
4314,2.2
15126,2.021
3580,2.304
18952,0.99
15024,2.237
15310,3.133
4707,2.5
19340,1.737
13210,1.826
17528,2.25
19473,1.186
14517,1.963
14890,1.13
14652,1.667
621,1.833
6515,1.731
12516,0.856
2313,0.863
9068,1.014
7368,1.661
8814,5.00001
10144,2.266
2473,0.584
8495,2.078
7343,1.438
13002,1.243
866,2.312
17651,2.047
5105,1.335
8672,4.167
18275,5.00001
7895,2.887
2651,0.55
8175,2.57
18219,3.223
14043,1.464
16246,0.7
5012,1.885
19094,2.045
7222,1.32
288,1.406
4363,4.237
13854,0.934
18115,3.546
6434,2.122
3798,2.094
396,2.182
4996,1.011
2686,0.707
1422,1.364
3644,1.844
14975,1.501
1815,1.778
18017,3.333
1491,2.37
2951,0.58
7713,2.632
15850,3.5
13460,1.125
18350,4.75
17604,2.823
4766,1.335
20379,2.332
9188,0.14999
5764,2.083
9228,0.922
17725,2.242
9861,1.912
2030,0.585
11882,0.967
12487,1.875
8859,5.00001
16531,2.125
18574,1.514
57,0.853
1098,0.951
9333,2.667
8159,2.314
8338,1.42
9390,3.272
9092,1.363
217,1.388
6235,1.917
20334,2.322
12376,1.585
6097,1.996
4875,3.5
19907,0.722
7270,1.833
8353,1.756
5298,5.00001
8895,4.5
17938,2.293
7211,1.2
19214,2.333
6158,1.599
18605,2.041
3568,2.349
6545,1.575
548,2.345
2327,0.728
8965,3.391
11733,0.977
14836,1.076
829,2.039
10277,2.979
4927,1.082
18089,5.00001
14194,1.098
14612,1.404
6894,2.667
18506,1.375
16233,1.837
1577,3.593
18885,0.928
16556,4.75
10470,3.24
4904,1.188
19497,1.52
19372,2.695
17770,2.103
2156,0.587
20458,1.852
17123,1.594
6546,1.423
18252,3.545
10507,3.414
7603,1.11
3058,0.475
11711,1.469
19292,2.046
4169,2.183
20408,3.099
10359,3.156
12248,1.051
18054,4.964
14859,1.5
9871,1.691
1573,2.0
877,2.242
4976,0.961
11916,1.173
10565,1.484
4388,1.988
7842,1.464
16746,2.386
14683,2.717
1685,1.933
12008,1.543
17984,2.625
6339,1.845
15956,2.436
11846,1.02
7263,1.125
20197,1.995
2968,1.31
3901,2.625
8781,3.151
4722,2.75
17657,3.654
11298,1.779
13182,1.372
7614,1.137
19697,1.001
17183,3.718
9119,1.485
16821,2.724
17190,3.194
12013,2.146
12767,0.844
10554,2.206
769,1.938
6074,3.809
8903,5.00001
9238,0.985
15760,2.5
2357,1.738
12347,1.156
15740,1.125
10672,5.00001
10452,2.881
11631,2.453
1816,2.865
11071,2.324
4987,1.2
3731,2.379
11996,2.032
4540,1.352
11217,2.18
20572,1.267
1065,0.858
1130,0.967
14773,1.426
19521,0.7
655,1.817
383,0.982
7490,0.967
18228,2.74
4719,5.0
19908,0.846
12355,1.839
18097,4.364
12046,1.025
3090,0.969
15096,1.525
4747,1.406
17693,2.17
11696,1.605
20027,0.886
11952,1.299
12398,0.934
9618,0.723
11946,1.094
13506,0.69
2384,0.8
4937,0.95
191,1.122
5687,3.941
11201,2.125
3943,2.515
3180,1.264
9810,5.0
7874,1.75
7983,1.751
13702,0.813
1482,1.75
5399,3.408
18978,1.313
5129,0.992
15599,0.618
2104,0.483
3223,0.544
11420,3.167
16574,1.287
10552,3.556
1866,2.125
10932,1.799
16519,1.018
8610,2.959
5315,5.00001
12708,1.03
5453,3.267
14195,1.192
9304,2.77
14717,3.318
18430,2.657
1190,0.962
7391,0.929
9774,2.063
19046,1.665
16510,1.39
5570,2.006
6945,1.779
8311,5.00001
12680,1.262
19416,1.293
16862,2.285
2713,0.963
17489,2.282
4008,4.099
10048,1.649
1602,4.261
9396,2.671
8228,1.375
16462,1.03
6148,1.439
17348,2.127
5614,1.504
20214,2.319
5621,1.523
11466,3.531
1435,1.655
4179,1.389
15857,2.083
4461,1.531
5556,2.844
5148,0.901
11614,3.207
8107,1.431
1175,0.425
19948,0.502
4560,1.625
19833,0.514
5572,2.302
17193,4.5
15397,3.073
19034,1.115
2524,0.816
4764,1.57
4014,5.00001
16460,2.293
2207,0.721
11981,1.387
15105,1.219
9404,4.144
7091,1.876
8394,1.773
16242,0.875
11970,1.195
4103,3.735
12140,1.875
470,1.569
19338,1.729
4200,1.788
3327,1.0
15276,3.432
2220,1.447
7548,1.556
14732,1.809
14606,1.775
7051,1.5
7250,1.91
9123,1.429
5555,2.667
3144,0.832
3175,1.014
15991,3.57
11544,3.388
11924,1.207
6174,2.06
7976,1.614
13616,0.788
830,2.17
18070,5.00001
19081,1.662
1565,4.347
1385,2.877
8319,1.0
4493,1.375
9079,1.636
3692,1.529
9969,2.476
8498,2.089
2280,0.645
5791,2.013
3276,0.95
15081,1.352
14024,3.022
19291,2.444
9461,1.573
11617,1.931
11397,2.734
14596,1.841
10970,2.403
5436,4.125
17727,2.276
17140,5.00001
17881,2.369
13635,0.753
18957,1.054
20398,2.517
1013,2.044
11770,1.863
6100,1.688
19051,1.331
13034,2.25
19202,1.24
15350,1.338
17015,3.978
11974,0.966
15874,2.146
2368,0.599
3752,2.385
631,1.583
7082,1.748
11150,1.868
14802,1.478
11954,1.108
4155,1.564
3791,2.5
13477,1.227
9091,1.401
6363,1.305
19079,1.76
3804,2.413
4046,5.00001
12999,2.443
20483,2.177
14341,4.667
12084,1.878
7839,1.458
593,2.639
11690,1.656
14023,2.0
17749,1.65
13294,1.304
15592,1.0
6527,1.625
18313,4.319
9967,1.875
1070,0.745
19018,1.403
16128,4.433
14605,1.787
1163,0.576
3468,1.724
3961,2.21
14405,5.0
4887,1.148
15297,5.00001
18854,1.288
5231,0.898
4297,2.25
9689,1.481
6325,1.763
15193,2.962
1219,1.331
16528,1.118
11665,2.241
11097,2.412
15204,3.279
2421,0.873
5484,4.667
17498,2.718
20289,1.951
13762,1.03
19129,2.618
2635,0.851
13580,0.779
18202,2.801
9212,0.463
2392,0.856
13561,1.597
16168,3.422
5768,2.436
10823,2.254
8176,2.433
5936,1.568
5084,1.1
11853,0.559
15699,5.00001
5746,3.511
10300,3.064
1620,3.699
1579,2.873
17701,2.228
9072,0.984
4727,5.00001
9253,0.707
9560,0.869
12318,0.744
10674,5.00001
12307,2.143
3483,1.602
2017,0.485
13134,1.003
18505,3.5
4309,2.088
3957,1.835
6189,1.804
1878,1.105
14156,1.766
9734,2.225
9269,3.921
13564,0.97
6563,2.402
4152,1.9
10450,5.00001
14780,1.395
8541,2.368
19543,0.675
13998,0.447
11997,1.639
18226,2.841
17844,3.679
2255,0.808
3788,1.844
7518,1.095
11368,1.605
14872,1.287
21,1.598
625,1.798
14893,1.559
8163,2.419
4858,1.413
20106,1.448
15964,2.489
1442,1.923
8324,0.94
273,1.635
11078,1.941
12190,1.25
2252,0.901
18450,2.572
7004,1.54
15187,4.0
20612,0.483
14647,1.438
17277,2.832
4957,1.237
19169,1.681
9466,0.95
6303,1.719
3216,0.591
15828,3.968
15130,1.31
11043,2.676
7891,1.397
6026,1.357
20476,2.041
2842,0.731
345,0.821
6472,2.516
17751,1.636
9069,0.93
10535,2.454
17654,2.645
18947,1.617
5681,3.038
3801,5.00001
839,2.344
675,2.126
18878,1.625
6605,1.731
12016,1.391
2296,0.745
5806,2.481
13350,1.754
17591,3.459
6598,1.357
1264,1.729
11244,1.747
842,2.22
687,1.617
20186,0.75
4754,2.685
16122,5.00001
7617,1.933
6787,1.928
978,3.932
2986,0.538
11741,1.281
17722,2.31
12088,1.1
17568,1.675
19487,0.905
13018,1.375
15136,1.78
19902,0.669
7550,1.512
583,2.747
19674,1.984
6387,3.3
14091,1.227
15068,1.386
19629,1.418
6277,1.629
10717,1.875
1104,1.196
13837,0.985
2092,0.466
8080,1.563
13778,1.163
16573,1.532
15057,2.088
3963,2.08
16370,1.176
12594,1.306
20552,1.206
18062,5.00001
5931,3.499
18399,2.339
17590,3.4
5527,3.635
15472,1.392
12783,0.621
6316,3.024
5400,3.727
9764,2.884
12591,2.516
9615,0.571
2512,0.637
6653,2.154
6796,1.917
10474,2.881
125,3.373
17632,2.535
19822,0.492
13374,3.15
3797,2.324
19919,1.773
18932,1.702
11642,1.638
5631,1.469
13627,0.78
10513,2.79
6789,2.24
6511,1.844
17537,1.831
5088,1.214
15891,1.938
18734,0.859
19385,0.773
19732,0.94
20499,2.367
19627,0.821
8269,3.063
7397,1.091
1935,1.879
2857,1.046
11100,2.32
12949,2.421
2251,1.601
16760,2.925
4819,1.625
16381,0.875
17513,2.958
1321,0.675
1666,1.976
12187,1.574
15732,3.417
6846,1.923
19322,1.531
7581,1.334
10233,1.938
3457,1.543
7699,2.673
14637,1.684
10197,1.856
18366,5.00001
10824,2.115
17547,3.029
11393,2.242
12988,1.456
19423,1.955
15021,1.663
6429,1.75
20387,1.304
15495,2.799
6280,1.573
8545,2.307
12791,1.034
10696,1.808
3830,2.563
5295,5.00001
5040,1.086
16056,3.296
15805,5.00001
5649,2.383
11430,2.815
7479,1.3
7414,1.528
6008,1.272
6245,1.576
19825,0.935
2247,0.535
16285,0.616
3486,5.00001
452,2.778
20427,5.00001
5928,1.617
4939,1.0
12544,2.241
1741,1.294
2270,0.588
9854,5.00001
6678,1.775
6415,1.873
4156,1.556
17750,1.601
2334,0.546
4961,1.362
12001,2.294
5036,1.49
20242,2.445
11056,2.364
10820,1.825
2271,0.965
2976,1.429
4682,1.75
6794,2.19
7575,1.194
4167,1.545
16849,3.247
8271,2.722
11507,4.222
7900,2.776
1017,1.998
16082,5.00001
14141,1.247
1780,0.817
9544,0.673
15387,2.676
1340,1.222
16558,0.863
14738,1.319
11287,2.146
8772,3.189
19325,1.488
16048,2.118
17371,1.301
15218,2.383
4137,1.679
19341,1.6
17483,3.338
414,2.709
8479,1.578
11837,1.515
5648,3.067
3672,2.399
15378,2.226
11685,2.696
19084,2.117
3179,0.925
20522,0.731
1945,1.963
11230,2.087
6283,1.631
11041,5.00001
18455,2.896
8205,1.527
9313,4.878
482,2.063
12488,0.938
20582,0.927
18501,1.313
17079,2.67
1165,0.517
10213,2.154
9109,2.044
15574,2.21
10541,4.541
18467,4.126
2415,0.676
17752,1.79
4760,1.507
152,2.695
20081,1.397
7463,1.443
13960,1.897
14286,1.591
9803,4.658
9614,0.733
17324,5.00001
4225,2.643
11810,1.64
17972,2.819
20196,2.176
8713,3.412
14011,3.542
5819,2.559
3954,3.384
7019,1.643
8279,2.078
2541,0.755
9509,1.546
19945,0.6
17935,2.379
14576,1.614
8925,3.815
9677,1.698
5516,3.572
4122,1.75
5922,2.938
562,2.4
9266,0.65
20006,1.137
15561,1.728
13526,1.111
11231,2.247
5079,0.94
7966,1.375
3246,0.613
15370,2.27
3563,2.484
11743,2.201
17007,2.981
9688,1.425
19759,0.516
12030,1.328
14225,1.438
16787,2.979
17658,3.029
6615,2.681
11462,2.822
18729,1.133
5747,3.547
4153,1.713
18397,1.911
20130,1.98
3252,0.609
2611,1.063
952,2.711
241,1.37
19333,2.408
725,1.489
8565,3.46
12214,1.911
13607,0.888
4165,1.857
13971,1.631
16509,1.921
10207,2.325
14737,1.97
16110,3.0
6820,2.356
12843,0.87
14602,1.597
2552,0.813
181,1.266
2249,1.433
13435,0.951
18802,1.412
13918,0.945
10017,2.261
10603,1.996
5226,1.0
18550,2.435
20137,1.625
15962,2.477
7897,3.197
1606,0.85
7388,1.125
17155,5.00001
19015,1.22
2743,1.599
17801,3.256
4215,2.303
13452,1.02
13652,1.167
20576,0.984
20143,1.583
14853,1.034
16600,1.449
8544,2.75
905,2.401
5629,3.462
3045,0.958
6273,1.518
2238,1.588
6376,4.868
11385,3.374
14753,1.149
2898,0.675
18352,5.00001
1205,0.576
3064,0.552
18664,3.052
15839,3.622
13815,0.985
3343,0.896
7513,1.119
13023,1.33
16493,1.522
16489,1.611
4372,3.24
12746,1.207
11539,1.375
2677,0.586
14595,1.88
17480,1.875
6067,2.621
9452,0.7
17994,2.832
4341,2.25
1314,1.786
7799,1.611
539,1.022
7723,2.83
12862,0.884
3588,2.414
19826,1.089
12109,1.606
3706,1.625
6521,1.352
13185,1.842
2727,0.604
3909,2.072
3403,3.149
17686,1.786
11789,0.92
4969,1.036
10756,5.00001
12600,0.735
9062,1.075
9059,1.196
16723,1.761
4222,2.382
16694,1.781
18461,5.00001
10124,2.917
7612,0.951
19779,0.535
5523,3.16
7990,1.608
798,1.827
12090,1.279
16230,0.908
14564,1.877
16477,0.831
6676,3.302
1973,1.338
14749,1.276
8518,2.206
12414,0.682
6567,2.103
1814,1.784
19020,1.326
9010,5.00001
18617,3.123
9284,3.45
1481,1.657
4949,1.117
12166,1.488
8030,2.132
14177,1.019
791,1.779
4538,1.352
12242,0.775
4656,1.713
16500,2.0
2431,1.138
4999,1.019
9619,2.122
8505,2.477
15702,5.00001
2840,0.762
10610,2.356
2961,0.699
19665,1.658
9151,2.332
13556,0.695
11117,1.39
2134,0.728
12019,1.691
5376,3.404
16047,2.25
8515,2.103
10175,1.617
8745,4.178
5865,2.299
2739,0.996
4071,5.00001
2609,0.756
15311,5.0
136,3.689
18933,3.288
18799,0.52
18451,2.783
4284,2.0
6206,2.872
5493,5.00001
1479,1.518
5449,4.586
14829,1.091
11337,1.907
12796,0.517
16393,2.125
2865,1.053
8892,3.5
7312,1.594
1681,1.754
6697,3.587
2843,0.766
9512,1.129
7564,0.995
15075,1.441
9660,0.575
4615,2.306
10931,1.832
10851,1.61
10496,1.863
4544,1.448
8709,3.542
8016,2.181
3727,2.675
9687,1.654
2532,0.53
4884,1.264
2291,0.66
15573,2.391
2204,0.889
3055,0.605
4501,1.44
8638,5.00001
5279,5.00001
838,2.614
19585,0.818
9905,1.552
12932,2.129
14160,1.403
1138,1.683
18856,0.655
19979,1.289
2367,0.73
17202,3.575
9649,1.202
8623,4.561
11419,2.904
4276,0.675
4145,1.721
8906,3.818
20061,0.657
8848,5.00001
17413,0.283
14691,1.781
14446,3.265
4065,4.573
14116,1.029
5362,5.00001
6505,1.891
11963,0.92
6095,1.78
14679,2.481
11484,2.208
260,1.584
3418,1.467
16579,1.104
774,1.741
16748,2.432
271,1.742
19105,2.345
3569,2.304
813,1.649
6669,3.256
5697,3.444
17714,2.624
3458,1.601
7898,2.937
4518,1.472
13270,1.515
907,2.686
10741,5.00001
16964,3.617
8351,1.835
13367,2.452
14983,1.496
1076,1.226
2261,0.714
4042,5.00001
19052,2.125
18661,3.308
1089,0.603
16887,4.5
18266,4.735
20110,1.379
16294,0.592
1417,1.345
18021,4.309
3753,2.224
1862,1.031
4374,2.109
8822,2.361
13248,1.766
7338,1.705
3425,1.426
6080,2.391
5515,3.072
1892,1.036
15944,2.54
11718,1.969
5750,3.312
3294,0.759
12853,0.77
2143,0.707
15727,4.283
6047,1.181
3073,0.621
14799,1.325
2502,0.543
363,1.955
16888,3.5
9809,4.171
10399,3.632
18107,3.32
2619,0.701
19270,1.836
12312,1.153
7480,1.154
1597,2.795
12841,1.205
13872,1.005
5297,3.5
10518,5.00001
2231,1.119
6762,1.882
5320,5.00001
5334,3.25
14458,4.052
6079,2.639
3257,0.625
6201,2.074
12551,1.919
1804,0.903
1719,1.75
6263,1.469
20008,0.49
17888,0.875
2885,0.508
2862,1.13
16726,1.721
2387,1.518
18235,2.935
8957,3.406
11639,2.867
7630,1.944
10495,1.896
5839,3.412
890,3.524
3068,0.573
6492,1.663
14767,1.368
19605,0.979
4988,1.225
16425,1.235
119,3.476
8378,1.598
7794,1.536
18701,0.875
6276,1.538
12072,1.371
8776,2.858
3450,2.356
15314,1.625
15764,3.375
2051,0.916
17612,3.514
3993,4.398
20577,0.917
18485,2.603
3822,2.104
13483,1.071
16794,2.807
15432,1.245
8023,2.2
19332,2.519
15859,2.909
6364,5.00001
3168,0.637
16843,2.813
7027,1.632
13900,0.513
20290,1.868
17610,3.205
908,2.751
6254,1.526
8020,2.203
11174,2.052
18976,1.348
1841,2.62
11258,2.063
7366,1.69
14541,1.829
13375,2.063
10094,1.852
3743,3.647
5867,2.095
18718,0.665
17174,4.113
3356,0.664
14908,1.445
8659,3.364
19899,0.659
3259,0.989
13225,1.625
18778,0.987
1636,5.00001
9725,1.77
19269,1.676
15079,1.25
16249,0.752
20310,0.675
17488,1.5
18832,0.62
19507,1.5
7204,1.425
12920,1.405
12055,1.106
17757,1.928
1208,0.821
7829,1.632
3652,1.686
16559,1.194
15289,1.83
18621,2.615
17557,1.925
2894,0.581
3390,1.814
19284,1.833
20121,1.154
16248,0.699
18840,1.0
17673,1.911
12350,0.948
5234,0.901
15365,3.144
18420,2.593
12032,1.105
9143,1.594
1619,3.645
3546,2.621
7035,1.628
19335,1.832
12773,0.73
19475,1.143
19380,0.854
6981,3.726
11246,2.028
13626,0.629
937,1.86
312,0.893
2823,1.32
6649,1.767
14688,1.845
10524,2.985
3074,0.678
11464,2.625
17800,3.28
12230,1.095
6171,1.852
19607,1.875
17766,1.375
643,2.351
4416,1.667
13360,4.167
18882,1.099
8214,1.563
17359,2.017
13610,0.976
10161,1.468
2234,0.54
15466,1.638
7660,1.603
6322,3.343
12308,1.635
12984,1.43
2596,0.788
6059,2.306
7886,2.973
3435,1.364
9468,0.936
18335,4.059
16356,0.991
5737,3.743
18372,2.558
1349,1.548
4542,1.406
10212,2.304
16670,2.533
1059,1.426
15622,3.5
12100,2.365
5566,1.628
4941,0.971
453,3.325
10149,2.935
14884,1.455
2110,0.554
2940,0.534
18826,0.554
4980,1.346
20349,1.25
8118,1.327
10351,1.431
5509,2.15
9156,2.537
17995,2.83
15536,0.8
6902,2.093
16842,3.021
16015,5.00001
8235,1.625
6120,1.455
14413,3.422
5859,2.355
8850,5.00001
17086,2.11
2803,0.679
15804,3.766
16084,3.694
3668,1.819
20510,0.748
10489,1.833
8808,5.00001
2195,0.828
7453,1.718
17189,2.777
15177,2.101
4057,3.591
5749,3.212
15337,2.155
6890,1.833
5845,2.519
1196,0.846
2489,0.555
6723,2.15
13335,1.943
2757,0.755
4018,4.831
6581,5.00001
19952,0.782
3832,2.349
12835,0.892
20439,2.641
6165,1.765
14398,2.313
17224,2.899
1492,2.131
8696,2.859
14782,1.389
1325,0.87
9723,2.11
832,1.598
5049,1.406
9825,2.479
10171,1.587
1227,0.774
20591,0.555
16858,2.425
15681,5.00001
16624,2.211
14962,2.409
2194,0.553
9252,0.738
13388,1.393
20072,0.914
20199,2.289
13609,0.964
14535,1.667
180,1.693
12103,1.625
2819,0.694
17375,1.514
5037,1.801
1891,1.266
10661,3.839
6910,3.793
11259,1.806
7491,1.072
2669,0.433
20287,1.649
15609,3.003
6238,1.627
7952,1.67
5665,2.317
17271,3.951
7669,1.657
18333,4.025
1813,1.678
1126,0.873
13941,0.713
19603,0.828
12406,1.993
12067,1.951
2424,0.547
12036,1.261
3148,0.79
16297,0.564
8846,5.00001
5292,5.00001
6964,1.661
11991,1.41
6032,1.342
18419,2.187
3391,1.726
12636,0.68
5300,3.5
3092,0.685
3780,2.652
182,1.279
5916,1.625
7494,1.064
9642,0.785
16219,1.137
5823,3.022
19061,2.579
8151,2.453
3838,1.991
20480,1.961
7393,0.981
5962,1.876
14600,1.59
11575,2.117
19220,1.413
17717,5.00001
6764,2.087
19911,1.09
808,2.212
6654,1.886
15608,2.489
728,1.875
18719,1.05
12408,0.675
6907,2.353
8427,2.0
9407,4.024
8715,3.953
2675,1.078
5369,5.00001
14173,1.398
17977,3.149
7470,1.625
11360,1.625
15429,1.113
18391,3.056
13131,0.861
8877,5.00001
7510,1.381
12164,1.092
18255,4.147
13588,0.721
11786,1.887
8835,4.0
4903,1.102
6684,3.975
8788,5.00001
118,3.276
13069,0.907
14464,4.222
16669,3.5
9070,0.869
16399,1.268
10280,3.717
11648,2.893
474,1.699
9958,3.048
12530,0.946
12788,0.647
2729,0.686
16792,2.633
13798,0.734
14409,1.75
13825,0.648
2314,1.652
6488,1.792
11973,0.886
7093,2.896
15584,1.729
6447,4.265
12038,1.273
16569,1.621
4075,5.00001
19010,1.189
8165,2.336
18200,2.495
5852,2.5
19875,1.125
5824,3.204
1693,1.705
12424,0.847
1496,2.736
10757,5.00001
511,5.00001
7291,2.55
10567,0.875
14873,1.297
597,2.325
14868,1.313
14736,2.542
14697,1.7
1336,1.742
3285,1.089
1740,1.207
8288,2.711
14377,4.0
19290,2.373
13553,0.641
11069,1.594
7298,1.615
13622,0.702
11555,3.047
14575,3.625
10964,2.374
18303,3.141
11956,1.133
15784,0.325
3793,2.625
536,2.75
14325,1.625
313,1.014
5465,3.875
1979,1.625
5689,3.61
11252,1.829
18755,0.566
16691,1.904
858,1.917
13914,0.668
445,1.856
423,3.918
19613,1.619
685,1.571
8421,1.919
13782,1.046
11746,2.766
10960,1.772
12817,1.297
13999,0.55
17997,2.804
2210,0.888
17344,1.681
7301,1.423
10899,1.346
13534,1.063
18518,3.676
2794,1.375
20447,3.75
12359,2.205
1462,1.79
11508,3.905
8097,1.579
8230,1.458
1969,1.402
9112,1.541
17422,1.346
11315,1.622
13863,1.182
11807,1.355
17408,0.978
6913,2.824
4132,2.142
14070,1.278
3188,1.125
15349,1.739
3867,2.737
10662,2.742
19285,1.491
12675,0.92
2096,0.455
707,2.168
4006,3.477
3924,2.351
239,1.154
16224,0.846
18177,4.112
17776,2.018
14507,1.561
13190,1.292
3581,3.222
3972,2.228
7894,2.87
8674,2.607
15373,1.344
825,1.569
220,1.565
17363,1.315
1750,1.461
19065,1.733
7910,1.953
17676,1.926
10784,3.111
15146,2.278
3897,2.09
6135,1.459
10923,1.635
10537,4.347
8366,1.434
11735,1.384
17826,2.714
9595,1.262
11299,1.823
13449,1.054
10179,1.832
18910,0.912
10683,4.456
20265,2.082
